Organism_Name,Group name,Domain/Realm name,Kingdom name,Phylum name,Class name,Order name,Family name,Genus name,Species taxid,acc,query,tar_tco,full_e_tco,full_score_tco,full_bias_tco,dom_e_tco,dom_score_tco,dom_bias_tco,tar_RAPTOR,full_e_RAPTOR,full_score_RAPTOR,full_bias_RAPTOR,dom_e_RAPTOR,dom_score_RAPTOR,dom_bias_RAPTOR,ProteinPresence
Hortaea werneckii,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Hortaea,91943,GCA_024761055.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI6928040.1,0,1307.8,0,0,1307.5,0,RAPTOR Only
Hortaea werneckii,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Hortaea,91943,GCA_024761095.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI6951970.1,0,1307.8,0,0,1307.5,0,RAPTOR Only
Hortaea werneckii,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Hortaea,91943,GCA_024761105.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI6958086.1,0,1307.8,0,0,1307.5,0,RAPTOR Only
Hortaea werneckii,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Hortaea,91943,GCA_024761115.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI6993135.1,0,1386.2,0,0,1385.8,0,RAPTOR Only
Hortaea werneckii,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Hortaea,91943,GCA_024761135.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI7007013.1,0,1385.9,0,0,1385.5,0,RAPTOR Only
Hortaea werneckii,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Hortaea,91943,GCA_024761155.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI7007402.1,0,1307.8,0,0,1307.5,0,RAPTOR Only
Hortaea werneckii,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Hortaea,91943,GCA_024761195.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI7024058.1,0,1307.8,0,0,1307.5,0,RAPTOR Only
Hortaea werneckii,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Hortaea,91943,GCA_024761215.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI7055520.1,0,1307.8,0,0,1307.5,0,RAPTOR Only
Hortaea werneckii,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Hortaea,91943,GCA_024761265.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI7087094.1,0,1387.4,0,0,1387,0,RAPTOR Only
Hortaea werneckii,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Hortaea,91943,GCA_024761275.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI7101182.1,0,1388.4,0,0,1388,0,RAPTOR Only
Hortaea werneckii,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Hortaea,91943,GCA_024761295.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI7125718.1,0,1307.8,0,0,1307.5,0,RAPTOR Only
Hortaea werneckii,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Hortaea,91943,GCA_024761335.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI7145364.1,0,1386.2,0,0,1385.8,0,RAPTOR Only
Hortaea werneckii,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Hortaea,91943,GCA_024761355.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI7158721.1,0,1387,0,0,1386.5,0,RAPTOR Only
Hortaea werneckii,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Hortaea,91943,GCA_024761375.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI7185678.1,0,1386.2,0,0,1385.8,0,RAPTOR Only
Hortaea werneckii,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Hortaea,91943,GCA_024761435.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI7172322.1,0,1386.2,0,0,1385.8,0,RAPTOR Only
Hortaea werneckii,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Hortaea,91943,GCA_024761455.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI7205530.1,0,1388.4,0,0,1388,0,RAPTOR Only
Hortaea werneckii,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Hortaea,91943,GCA_024761475.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI7223845.1,0,1376.7,0,0,1376.4,0,RAPTOR Only
Hortaea werneckii,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Hortaea,91943,GCA_024761495.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI7229815.1,0,1388.7,0,0,1388.3,0,RAPTOR Only
Hortaea werneckii,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Hortaea,91943,GCA_024761515.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI7271905.1,5.599999999999999e-300,998.7,0,6.799999999999999e-300,998.4,0,RAPTOR Only
Hortaea werneckii,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Hortaea,91943,GCA_024761535.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI7283449.1,0,1386.4,0,0,1386,0,RAPTOR Only
Hortaea werneckii,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Hortaea,91943,GCA_024761555.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI7364897.1,0,1387.1,0,0,1386.7,0,RAPTOR Only
Hortaea werneckii,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Hortaea,91943,GCA_024761565.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI7328938.1,0,1388.4,0,0,1388,0,RAPTOR Only
Hortaea werneckii,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Hortaea,91943,GCA_024761585.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI7227600.1,0,1307.4,0,0,1307.1,0,RAPTOR Only
Hortaea werneckii,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Hortaea,91943,GCA_024761605.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI7390791.1,0,1388.4,0,0,1388,0,RAPTOR Only
Hortaea werneckii,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Hortaea,91943,GCA_024761615.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI7313203.1,0,1386.8,0,0,1386.4,0,RAPTOR Only
Hortaea werneckii,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Hortaea,91943,GCA_024761635.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI7314520.1,0,1386.1,0,0,1385.7,0,RAPTOR Only
Hortaea werneckii,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Hortaea,91943,GCA_024761655.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI7349367.1,0,1390.5,0,0,1390.1,0,RAPTOR Only
Hortaea werneckii,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Hortaea,91943,GCA_024761675.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI7395695.1,0,1307.8,0,0,1307.5,0,RAPTOR Only
Hortaea werneckii,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Hortaea,91943,GCA_024761685.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI7459080.1,0,1309.4,0,0,1309.2,0,RAPTOR Only
Hortaea werneckii,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Hortaea,91943,GCA_024761695.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI7439882.1,0,1307.8,0,0,1307.5,0,RAPTOR Only
Hortaea werneckii,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Hortaea,91943,GCA_024761765.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI7501374.1,0,1388.2,0,0,1387.8,0,RAPTOR Only
Hortaea werneckii,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Hortaea,91943,GCA_024761785.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI7523506.1,3.6e-143,479.4,0,4.1e-143,479.3,0,RAPTOR Only
Hortaea werneckii,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Hortaea,91943,GCA_024761805.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI7520567.1,2.8e-134,450.1,2.7,3.0999999999999996e-134,449.9,2.7,RAPTOR Only
Hortaea werneckii,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Hortaea,91943,GCA_024761825.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI7528506.1,4.1e-295,982.8,0,4.999999999999999e-295,982.5,0,RAPTOR Only
Hortaea werneckii,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Hortaea,91943,GCA_024761845.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI7402513.1,0,1307.8,0,0,1307.5,0,RAPTOR Only
Hortaea werneckii,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Hortaea,91943,GCA_024761865.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI7479710.1,0,1388.2,0,0,1387.8,0,RAPTOR Only
Hortaea werneckii,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Hortaea,91943,GCA_024761885.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI7422591.1,0,1307.8,0,0,1307.5,0,RAPTOR Only
Hortaea werneckii,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Hortaea,91943,GCA_024761915.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI7507546.1,0,1386.1,0,0,1385.7,0,RAPTOR Only
Hortaea werneckii,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Hortaea,91943,GCA_024761945.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI7588480.1,2e-262,874.6,0,2.3e-262,874.4,0,RAPTOR Only
Hortaea werneckii,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Hortaea,91943,GCA_024761965.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI7660859.1,2.9999999999999994e-155,519.5,0,3.7e-155,519.2,0,RAPTOR Only
Hortaea werneckii,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Hortaea,91943,GCA_024761985.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI7599539.1,3.7e-243,810.7,0,4.1999999999999996e-243,810.6,0,RAPTOR Only
Hortaea werneckii,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Hortaea,91943,GCA_024762005.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI7699635.1,2.5e-267,890.8,1.3,3.1e-267,890.4,1.3,RAPTOR Only
Hortaea werneckii,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Hortaea,91943,GCA_024762025.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI7705089.1,0,1391.5,0,0,1391,0,RAPTOR Only
Hortaea werneckii,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Hortaea,91943,GCA_024762045.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI7660345.1,0,1386.4,0,0,1386,0,RAPTOR Only
Aspergillus niger,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,5061,GCA_024862975.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,GJP92375.1,0,1530.5,2.4,0,1530.2,2.4,RAPTOR Only
Hortaea werneckii,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Hortaea,91943,GCA_024863865.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI7124791.1,4.6e-296,985.9,0,5.7e-296,985.6,0,RAPTOR Only
Fusarium oxysporum,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,5507,GCA_024865645.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI7762369.1,0,1428.9,0.7,0,1428.4,0.7,RAPTOR Only
Diaporthe eres,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,83184,GCA_024867555.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI7779643.1,0,1480.2,1.8,0,1479.7,1.8,RAPTOR Only
Cokeromyces recurvatus,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Cokeromyces,90255,GCA_025118155.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI7899149.1,0,1039.8,28.2,2.9999999999999997e-166,554.9,15.1,RAPTOR Only
Pyricularia oryzae,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Pyriculariaceae,Pyricularia,318829,GCA_025134795.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI7922959.1,0,1475.3,0,0,1475.3,0,RAPTOR Only
Pyricularia oryzae,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Pyriculariaceae,Pyricularia,318829,GCA_025135345.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI7920119.1,0,1475.3,0,0,1475.3,0,RAPTOR Only
Puccinia striiformis f. sp. tritici,NA,NA,NA,NA,NA,NA,NA,NA,168172,GCA_025169535.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI7963612.1,0,1170.5,48.6,0,1163.5,48.6,RAPTOR Only
Puccinia striiformis f. sp. tritici,NA,NA,NA,NA,NA,NA,NA,NA,168172,GCA_025169555.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI7957158.1,0,1168,51.1,0,1161,51.1,RAPTOR Only
Syncephalis plumigaleata,zoopagomycotan fungi,Eukaryota,Fungi,Zoopagomycota,Zoopagomycetes,Zoopagales,Piptocephalidaceae,Syncephalis,1851185,GCA_025201365.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI8055434.1,0,1393,9.6,0,1392.4,9.6,RAPTOR Only
Cunninghamella echinulata,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Cunninghamellaceae,Cunninghamella,76405,GCA_025201675.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI9308870.1,0,1463.4,7.5,0,1462.9,7.5,RAPTOR Only
Chytriomyces sp. MP71,chytrids & allies,Eukaryota,Fungi,Chytridiomycota,Chytridiomycetes,Chytridiales,Chytriomycetaceae,Chytriomyces,1882861,GCA_025201725.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI8613893.1,0,1418.2,0,0,1417.7,0,RAPTOR Only
Daldinia sp. FL1419,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,Daldinia,2614575,GCA_025201765.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI8966093.1,0,1500.7,0.1,0,1500.7,0.1,RAPTOR Only
Phakopsora pachyrhizi,rust fungi & allies,Eukaryota,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Phakopsoraceae,Phakopsora,170000,GCA_025201825.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI8460235.1,3.7000000000000003e-267,890,4.1,5.2e-267,889.5,4.1,RAPTOR Only
Martensiomyces pterosporus,zoopagomycotan fungi,Eukaryota,Fungi,Zoopagomycota,Kickxellomycetes,Kickxellales,Kickxellaceae,Martensiomyces,61414,GCA_025201845.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI8324384.1,1.1999999999999998e-292,973.2,0,3.6999999999999995e-292,971.6,0,RAPTOR Only
Ramicandelaber brevisporus,zoopagomycotan fungi,Eukaryota,Fungi,Zoopagomycota,NA,Ramicandelaberales,Ramicandelaberaceae,Ramicandelaber,304332,GCA_025201865.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI8869230.1,5.499999999999999e-107,358.3,25.1,8.3e-91,304.7,11,RAPTOR Only
Trametes sanguinea,basidiomycete fungi,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Trametes,158606,GCA_025201895.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI9066558.1,0,1254,0,0,1253.6,0,RAPTOR Only
Colletotrichum sp. SAR 10_86,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,2838801,GCA_025327125.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI8230032.1,0,1491.2,0,0,1490.4,0,RAPTOR Only
Colletotrichum sp. SAR 10_71,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,2838797,GCA_025327135.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI8168313.1,0,1491.2,0,0,1490.4,0,RAPTOR Only
Colletotrichum sp. SAR 10_76,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,2838799,GCA_025327145.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI8205656.1,0,1491.1,0,0,1490.4,0,RAPTOR Only
Colletotrichum sp. SAR 10_75,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,2838798,GCA_025327155.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI8176271.1,0,1490.4,0,0,1490.4,0,RAPTOR Only
Colletotrichum sp. SAR 10_70,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,2838796,GCA_025327165.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI8176725.1,0,1491.2,0,0,1490.4,0,RAPTOR Only
Colletotrichum sp. SAR 10_65,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,2838794,GCA_025328335.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI8153894.1,0,1491.5,0.1,0,1491.5,0.1,RAPTOR Only
Colletotrichum sp. SAR11_59,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,2838813,GCA_025328345.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI8308877.1,0,1491,0.1,0,1490.2,0.1,RAPTOR Only
Colletotrichum sp. SAR11_57,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,2838812,GCA_025328355.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI8284475.1,0,1490.8,0,0,1490.1,0,RAPTOR Only
Colletotrichum sp. SAR11_240,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,2838811,GCA_025328625.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI8282347.1,0,1492.8,0,0,1492.1,0,RAPTOR Only
Colletotrichum sp. SAR11_239,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,2838810,GCA_025328985.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI8257564.1,0,1491,0,0,1490.4,0,RAPTOR Only
Colletotrichum sp. SAR 10_96,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,2838802,GCA_025329375.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI8239564.1,0,1490.6,0,0,1489.8,0,RAPTOR Only
Colletotrichum sp. SAR 10_98,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,2838803,GCA_025329385.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI8282128.1,0,1490.6,0,0,1489.8,0,RAPTOR Only
Colletotrichum sp. SAR 10_77,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,2838800,GCA_025330015.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI8214523.1,0,1491.5,0.1,0,1491.5,0.1,RAPTOR Only
Blakeslea trispora,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Choanephoraceae,Blakeslea,4850,GCA_025331445.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI8369718.1,0,1497.7,9.4,0,1497.6,9.4,RAPTOR Only
Fusarium oxysporum,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,5507,GCA_025331925.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI8408646.1,0,1500.6,0.3,0,1500.1,0.3,RAPTOR Only
Geranomyces variabilis,chytrids & allies,Eukaryota,Fungi,Chytridiomycota,Chytridiomycetes,Spizellomycetales,Powellomycetaceae,Geranomyces,109894,GCA_025399175.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI8588437.1,0,1266.9,0.1,0,1264.4,0.1,RAPTOR Only
Globomyces pollinis-pini,chytrids & allies,Eukaryota,Fungi,Chytridiomycota,Chytridiomycetes,Rhizophydiales,Globomycetaceae,Globomyces,382532,GCA_025399215.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI8902652.1,0,1365.6,4.7,0,1365.3,4.7,RAPTOR Only
Fusarium keratoplasticum,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,1328300,GCA_025433545.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI8675128.1,0,1506.2,0.9,0,1505.7,0.9,RAPTOR Only
Fusarium keratoplasticum,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,1328300,GCA_025433555.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI8681584.1,0,1507.2,0.8,0,1506.7,0.8,RAPTOR Only
Fusarium sp. Ph1,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,2898544,GCA_025433565.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI8682996.1,0,1505.9,0.7,0,1505.4,0.7,RAPTOR Only
Fusarium sp. LHS14.1,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,2898545,GCA_025433615.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI8722196.1,0,1509.6,1.4,0,1509.1,1.4,RAPTOR Only
Chytriomyces cf. hyalinus JEL632,chytrids & allies,Eukaryota,Fungi,Chytridiomycota,Chytridiomycetes,Chytridiales,Chytriomycetaceae,Chytriomyces,1907226,GCA_025435555.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI8835270.1,0,1404.8,0,0,1404.2,0,RAPTOR Only
Chytridium lagenaria,chytrids & allies,Eukaryota,Fungi,Chytridiomycota,Chytridiomycetes,Chytridiales,Chytridiaceae,Chytridium,64509,GCA_025449115.1,PTHR12848.orig.30.pir,NA,NA,NA,NA,NA,NA,NA,KAI8842089.1,2e-235,784.4,0.1,4.0999999999999994e-97,326.2,0,RAPTOR Only
